date,name,country,value
2019-10-27,Vincent Kriechmayr,AUT,0
2019-10-27,Kjetil Jansrud,AUT,0
2019-10-27,Adrien Theaux,AUT,0
2019-10-27,Travis Ganong,AUT,0
2019-10-27,Erik Read,AUT,36
2019-10-27,Ted Ligety,AUT,45
2019-10-27,Marco Pfiffner,AUT,0
2019-10-27,Sebastian Holzmann,AUT,0
2019-10-27,Mathieu Faivre,AUT,80
2019-10-27,Adrian Pertl,AUT,0
2019-10-27,Zan Kranjec,AUT,60
2019-10-27,Tommy Ford,AUT,50
2019-10-27,Valentin Giraud Moine,AUT,0
2019-10-27,Daniel Hemetsberger,AUT,0
2019-10-27,Leif Kristian Haugen,AUT,26
2019-10-27,Sam Mulligan,AUT,0
2019-10-27,Markus Monsen,AUT,0
2019-10-27,Federico Liberatore,AUT,0
2019-10-27,Raphael Haaser,AUT,0
2019-10-27,Daniele Sorio,AUT,0
2019-10-27,Remy Falgoux,AUT,0
2019-11-24,Manfred Moelgg,FIN,37
2019-11-24,Guglielmo Bosca,FIN,0
2019-11-24,Blaise Giezendanner,FIN,0
2019-11-24,Jean-Baptiste Grange,FIN,0
2019-11-24,Fabio Gstrein,FIN,0
2019-11-24,Timon Haugan,FIN,0
2019-11-24,Johannes Strolz,FIN,0
2019-11-24,Marc Rochat,FIN,0
2019-11-24,Jonathan Nordbotten,FIN,0
2019-11-24,Dominik Stehle,FIN,0
2019-11-24,Giovanni Borsotti,FIN,0
2019-11-24,Aleksandr Andrienko,FIN,0
2019-11-24,Reto Schmidiger,FIN,0
2019-11-24,Tommaso Sala,FIN,0
2019-11-24,Florian Schieder,FIN,0
2019-11-24,Johannes Kroell,FIN,0
2019-11-24,Florian Loriot,FIN,0
2019-11-24,Giuliano Razzoli,FIN,0
2019-11-24,Felix Monsen,FIN,0
2019-11-24,Stefan Babinsky,FIN,0
2019-11-24,Samuel Dupratt,FIN,0
2019-11-24,Stian Saugestad,FIN,0
2019-11-24,Christoph Krenn,FIN,0
2019-11-24,Stefan Brennsteiner,FIN,0
2019-11-24,Adam Zampa,FIN,0
2019-11-24,River Radamus,FIN,0
2019-11-24,Fabian Wilkens Solheim,FIN,0
2019-11-24,Atle Lie McGrath,FIN,0
2019-11-24,Simon Maurberger,FIN,0
2019-11-24,Samu Torsti,FIN,0
2019-11-24,Nicolas Raffort,FIN,0
2019-11-24,Julien Lizeroux,FIN,0
2019-11-24,Jan Zabystran,FIN,0
2019-11-24,Ralph Weber,FIN,0
2019-11-24,Armand Marchant,FIN,3
2019-11-24,Riccardo Tonetti,FIN,0
2019-11-24,Remy Falgoux,FIN,0
2019-11-24,Loic Meillard,FIN,14
2019-11-24,Luca Aerni,FIN,14
2019-11-24,Daniele Sorio,FIN,0
2019-11-24,Filip Zubcic,FIN,15
2019-11-24,Federico Liberatore,FIN,0
2019-11-24,Manuel Feller,FIN,38
2019-11-24,Sebastian Holzmann,FIN,0
2019-11-24,Raphael Haaser,FIN,0
2019-11-24,Sam Mulligan,FIN,0
2019-11-24,Sandro Simonet,FIN,20
2019-11-24,Markus Monsen,FIN,0
2019-11-24,Alex Vinatzer,FIN,22
2019-11-24,Daniel Hemetsberger,FIN,0
2019-11-24,Michael Matt,FIN,24
2019-11-24,Valentin Giraud Moine,FIN,0
2019-11-24,Istok Rodes,FIN,18
2019-11-24,Alexander Prast,FIN,0
2019-11-24,Adrian Pertl,FIN,0
2019-11-24,Roy Piccard,FIN,0
2019-11-24,Marco Pfiffner,FIN,0
2019-11-24,Leif Kristian Haugen,FIN,30
2019-11-24,Manuel Schmid,FIN,0
2019-11-24,Trevor Philp,FIN,10
2019-11-24,Cameron Alexander,FIN,0
2019-11-24,Marco Schwarz,FIN,6
2019-11-24,Davide Cazzaniga,FIN,0
2019-11-24,Elias Kolega,FIN,12
2019-11-24,Pavel Trikhichev,FIN,7
2019-11-24,Stefan Hadalin,FIN,8
2019-11-24,Dong-Hyun Jung,FIN,0
2019-11-24,Tanguy Nef,FIN,9
2019-11-24,Anton Tremmel,FIN,0
2019-11-24,Zan Kranjec,FIN,70
2019-11-24,Christof Innerhofer,FIN,0
2019-11-24,Marc Digruber,FIN,11
2019-11-24,Lars Roesti,FIN,0
2019-11-24,Fritz Dopfer,FIN,0
2019-11-24,David Ryding,FIN,0
2019-11-24,Luke Winters,FIN,0
2019-11-24,Thibaut Favrot,FIN,6
2019-11-24,Alexander Schmid,FIN,4
2019-11-24,Victor Muffat Jeandet,FIN,3
2019-11-24,Thomas Dressen,FIN,0
2019-11-24,Dominik Paris,FIN,0
2019-11-24,Carlo Janka,FIN,0
2019-11-24,Beat Feuz,FIN,0
2019-11-24,Mauro Caviezel,FIN,0
2019-11-24,Vincent Kriechmayr,FIN,0
2019-11-24,Kjetil Jansrud,FIN,0
2019-11-24,Adrien Theaux,FIN,0
2019-11-24,Travis Ganong,FIN,0
2019-11-24,Steven Nyman,FIN,0
2019-11-24,Johan Clarey,FIN,0
2019-11-24,Josef Ferstl,FIN,0
2019-11-24,Cedric Noger,FIN,7
2019-11-24,Romed Baumann,FIN,0
2019-11-24,Justin Murisier,FIN,8
2019-11-24,Aleksander Aamodt Kilde,FIN,10
2019-11-24,Alexis Pinturault,FIN,100
2019-11-24,Mathieu Faivre,FIN,80
2019-11-24,Tommy Ford,FIN,50
2019-11-24,Ted Ligety,FIN,45
2019-11-24,Lucas Braathen,FIN,40
2019-11-24,Erik Read,FIN,36
2019-11-24,Luca De Aliprandini,FIN,32
2019-11-24,Gino Caviezel,FIN,29
2019-11-24,Ryan Cochran-Siegle,FIN,24
2019-11-24,Marco Odermatt,FIN,20
2019-11-24,Rasmus Windingstad,FIN,18
2019-11-24,Matthias Mayer,FIN,16
2019-11-24,Stefan Luitz,FIN,15
2019-11-24,Matts Olsson,FIN,14
2019-11-24,Roland Leitinger,FIN,12
2019-11-24,Thomas Tumler,FIN,9
2019-11-24,Matej Vidovic,FIN,0
2019-11-24,Maxence Muzaton,FIN,0
2019-11-24,Emanuele Buzzi,FIN,0
2019-11-24,Peter Fill,FIN,0
2019-11-24,Miha Hrobat,FIN,0
2019-11-24,James Crawford,FIN,0
2019-11-24,Gilles Roulin,FIN,0
2019-11-24,Matteo Marsaglia,FIN,0
2019-11-24,Dominik Schwaiger,FIN,0
2019-11-24,Alexander Koell,FIN,0
2019-11-24,Urs Kryenbuehl,FIN,0
2019-11-24,Christopher Neumayer,FIN,0
2019-11-24,Nils Mani,FIN,0
2019-11-24,Mattias Roenngren,FIN,0
2019-11-24,Hannes Zingerle,FIN,0
2019-11-24,Stefano Gross,FIN,0
2019-11-24,Albert Popov,FIN,0
2019-11-24,Alexandr Horoshilov,FIN,0
2019-11-24,Bostjan Kline,FIN,0
2019-11-24,Daniel Danklmaier,FIN,0
2019-11-24,Adrian Smiseth Sejersted,FIN,0
2019-11-24,Brice Roger,FIN,0
2019-11-24,Klemen Kosi,FIN,0
2019-11-24,Matthieu Bailet,FIN,0
2019-11-24,Nils Allegre,FIN,0
2019-11-24,Niels Hintermann,FIN,0
2019-11-24,Othmar Striedinger,FIN,0
2019-11-24,Bryce Bennett,FIN,0
2019-11-24,Martin Cater,FIN,0
2019-11-24,Christian Walder,FIN,0
2019-11-24,Max Franz,FIN,0
2019-11-24,Hannes Reichelt,FIN,0
2019-11-24,Benjamin Thomsen,FIN,0
2019-11-24,Jared Goldberg,FIN,0
2019-11-24,Mattia Casse,FIN,0
2019-11-24,Brodie Seger,FIN,0
2019-11-24,Andreas Sander,FIN,0
2019-11-24,Stefan Rogentin,FIN,0
2019-11-24,Dominik Raschner,FIN,0
2019-11-24,Cyprien Sarrazin,FIN,0
2019-11-24,Sebastian-Foss Solevaag,FIN,29
2019-11-24,Clement Noel,FIN,80
2019-11-24,Daniel Yule,FIN,60
2019-11-24,Ramon Zenhaeusern,FIN,50
2019-11-24,Andre Myhrer,FIN,45
2019-11-24,Kristoffer Jakobsen,FIN,40
2019-11-24,Henrik Kristoffersen,FIN,113
2019-11-24,Christian Hirschbuehel,FIN,36
2019-11-24,Linus Strasser,FIN,32
2019-11-30,Stefan Babinsky,CAN,0
2019-11-30,Samuel Dupratt,CAN,0
2019-11-30,Stian Saugestad,CAN,0
2019-11-30,Christoph Krenn,CAN,0
2019-11-30,Klemen Kosi,CAN,11
2019-11-30,Stefan Brennsteiner,CAN,0
2019-11-30,Florian Schieder,CAN,0
2019-11-30,Adam Zampa,CAN,0
2019-11-30,River Radamus,CAN,0
2019-11-30,Fabian Wilkens Solheim,CAN,0
2019-11-30,Felix Monsen,CAN,0
2019-11-30,Jan Zabystran,CAN,0
2019-11-30,Simon Maurberger,CAN,0
2019-11-30,Johannes Kroell,CAN,0
2019-11-30,Samu Torsti,CAN,0
2019-11-30,Nicolas Raffort,CAN,0
2019-11-30,Atle Lie McGrath,CAN,0
2019-11-30,Florian Loriot,CAN,0
2019-11-30,Riccardo Tonetti,CAN,0
2019-11-30,Alexander Koell,CAN,0
2019-11-30,Urs Kryenbuehl,CAN,0
2019-11-30,Christopher Neumayer,CAN,0
2019-11-30,Nils Mani,CAN,0
2019-11-30,Cyprien Sarrazin,CAN,0
2019-11-30,Mattias Roenngren,CAN,0
2019-11-30,Hannes Zingerle,CAN,0
2019-11-30,Giuliano Razzoli,CAN,0
2019-11-30,Dominik Raschner,CAN,0
2019-11-30,Albert Popov,CAN,0
2019-11-30,Alexandr Horoshilov,CAN,0
2019-11-30,David Ryding,CAN,0
2019-11-30,Luke Winters,CAN,0
2019-11-30,Matej Vidovic,CAN,0
2019-11-30,Guglielmo Bosca,CAN,0
2019-11-30,Fritz Dopfer,CAN,0
2019-11-30,Stefano Gross,CAN,0
2019-11-30,Blaise Giezendanner,CAN,0
2019-11-30,Johannes Strolz,CAN,0
2019-11-30,Fabio Gstrein,CAN,0
2019-11-30,Christof Innerhofer,CAN,0
2019-11-30,Roy Piccard,CAN,0
2019-11-30,Adrian Pertl,CAN,0
2019-11-30,Sebastian Holzmann,CAN,0
2019-11-30,Remy Falgoux,CAN,0
2019-11-30,Daniele Sorio,CAN,0
2019-11-30,Federico Liberatore,CAN,0
2019-11-30,Raphael Haaser,CAN,0
2019-11-30,Sam Mulligan,CAN,0
2019-11-30,Markus Monsen,CAN,0
2019-11-30,Daniel Hemetsberger,CAN,0
2019-11-30,Valentin Giraud Moine,CAN,0
2019-11-30,Daniel Danklmaier,CAN,13
2019-11-30,Adrien Theaux,CAN,29
2019-11-30,Marco Odermatt,CAN,34
2019-11-30,Emanuele Buzzi,CAN,12
2019-11-30,Anton Tremmel,CAN,0
2019-11-30,Dong-Hyun Jung,CAN,0
2019-11-30,Lars Roesti,CAN,0
2019-11-30,Timon Haugan,CAN,0
2019-11-30,Tommaso Sala,CAN,0
2019-11-30,Dominik Schwaiger,CAN,0
2019-11-30,Marc Rochat,CAN,0
2019-11-30,Jonathan Nordbotten,CAN,0
2019-11-30,Dominik Stehle,CAN,0
2019-11-30,Giovanni Borsotti,CAN,0
2019-11-30,Jean-Baptiste Grange,CAN,0
2019-11-30,Aleksandr Andrienko,CAN,0
2019-11-30,Julien Lizeroux,CAN,0
2019-11-30,Ralph Weber,CAN,0
2019-11-30,Alexander Prast,CAN,0
2019-11-30,Marco Pfiffner,CAN,0
2019-11-30,Manuel Schmid,CAN,0
2019-11-30,Cameron Alexander,CAN,0
2019-11-30,Davide Cazzaniga,CAN,0
2019-11-30,Reto Schmidiger,CAN,0
2019-11-30,Matteo Marsaglia,CAN,0
2019-11-30,Peter Fill,CAN,0
2019-11-30,James Crawford,CAN,0
2019-11-30,Tommy Ford,CAN,50
2019-11-30,Ted Ligety,CAN,45
2019-11-30,Lucas Braathen,CAN,40
2019-11-30,Erik Read,CAN,36
2019-11-30,Luca De Aliprandini,CAN,32
2019-11-30,Gino Caviezel,CAN,29
2019-11-30,Leif Kristian Haugen,CAN,30
2019-11-30,Manuel Feller,CAN,38
2019-11-30,Rasmus Windingstad,CAN,18
2019-11-30,Stefan Luitz,CAN,15
2019-11-30,Matts Olsson,CAN,14
2019-11-30,Henrik Kristoffersen,CAN,113
2019-11-30,Roland Leitinger,CAN,12
2019-11-30,Manfred Moelgg,CAN,37
2019-11-30,Nils Allegre,CAN,9
2019-11-30,Zan Kranjec,CAN,70
2019-11-30,Mathieu Faivre,CAN,80
2019-11-30,Alexis Pinturault,CAN,100
2019-11-30,Thomas Dressen,CAN,100
2019-11-30,Kjetil Jansrud,CAN,32
2019-11-30,Christian Walder,CAN,4
2019-11-30,Vincent Kriechmayr,CAN,36
2019-11-30,Mauro Caviezel,CAN,40
2019-11-30,Matthias Mayer,CAN,61
2019-11-30,Martin Cater,CAN,5
2019-11-30,Beat Feuz,CAN,60
2019-11-30,Thomas Tumler,CAN,9
2019-11-30,Carlo Janka,CAN,60
2019-11-30,Dominik Paris,CAN,80
2019-11-30,Benjamin Thomsen,CAN,1
2019-11-30,Jared Goldberg,CAN,1
2019-11-30,Hannes Reichelt,CAN,2
2019-11-30,Bryce Bennett,CAN,8
2019-11-30,Othmar Striedinger,CAN,8
2019-11-30,Niels Hintermann,CAN,8
2019-11-30,Ryan Cochran-Siegle,CAN,25
2019-11-30,Gilles Roulin,CAN,0
2019-11-30,Justin Murisier,CAN,8
2019-11-30,Thibaut Favrot,CAN,6
2019-11-30,Tanguy Nef,CAN,9
2019-11-30,Stefan Hadalin,CAN,8
2019-11-30,Pavel Trikhichev,CAN,7
2019-11-30,Marco Schwarz,CAN,6
2019-11-30,Armand Marchant,CAN,3
2019-11-30,Mattia Casse,CAN,0
2019-11-30,Brodie Seger,CAN,0
2019-11-30,Andreas Sander,CAN,0
2019-11-30,Matthieu Bailet,CAN,10
2019-11-30,Brice Roger,CAN,0
2019-11-30,Stefan Rogentin,CAN,0
2019-11-30,Adrian Smiseth Sejersted,CAN,0
2019-11-30,Bostjan Kline,CAN,0
2019-11-30,Maxence Muzaton,CAN,15
2019-11-30,Miha Hrobat,CAN,0
2019-11-30,Marc Digruber,CAN,11
2019-11-30,Elias Kolega,CAN,12
2019-11-30,Loic Meillard,CAN,14
2019-11-30,Luca Aerni,CAN,14
2019-11-30,Trevor Philp,CAN,10
2019-11-30,Alexander Schmid,CAN,4
2019-11-30,Victor Muffat Jeandet,CAN,3
2019-11-30,Clement Noel,CAN,80
2019-11-30,Daniel Yule,CAN,60
2019-11-30,Ramon Zenhaeusern,CAN,50
2019-11-30,Andre Myhrer,CAN,45
2019-11-30,Cedric Noger,CAN,7
2019-11-30,Kristoffer Jakobsen,CAN,40
2019-11-30,Linus Strasser,CAN,32
2019-11-30,Sebastian-Foss Solevaag,CAN,29
2019-11-30,Michael Matt,CAN,24
2019-11-30,Alex Vinatzer,CAN,22
2019-11-30,Sandro Simonet,CAN,20
2019-11-30,Istok Rodes,CAN,18
2019-11-30,Filip Zubcic,CAN,15
2019-11-30,Christian Hirschbuehel,CAN,36
2019-11-30,Romed Baumann,CAN,16
2019-11-30,Max Franz,CAN,3
2019-11-30,Aleksander Aamodt Kilde,CAN,32
2019-11-30,Johan Clarey,CAN,20
2019-11-30,Josef Ferstl,CAN,18
2019-11-30,Steven Nyman,CAN,26
2019-11-30,Travis Ganong,CAN,26
2019-12-01,Stefan Luitz,CAN,15
2019-12-01,Pavel Trikhichev,CAN,7
2019-12-01,Travis Ganong,CAN,48
2019-12-01,Tanguy Nef,CAN,9
2019-12-01,Marc Digruber,CAN,11
2019-12-01,Elias Kolega,CAN,12
2019-12-01,Loic Meillard,CAN,14
2019-12-01,Luca Aerni,CAN,14
2019-12-01,Filip Zubcic,CAN,15
2019-12-01,Istok Rodes,CAN,18
2019-12-01,Sandro Simonet,CAN,20
2019-12-01,Alex Vinatzer,CAN,22
2019-12-01,Michael Matt,CAN,24
2019-12-01,Sebastian-Foss Solevaag,CAN,29
2019-12-01,Linus Strasser,CAN,32
2019-12-01,Christian Hirschbuehel,CAN,36
2019-12-01,Marco Schwarz,CAN,6
2019-12-01,Armand Marchant,CAN,3
2019-12-01,Andreas Sander,CAN,14
2019-12-01,Kristoffer Jakobsen,CAN,40
2019-12-01,Urs Kryenbuehl,CAN,0
2019-12-01,Alexander Koell,CAN,0
2019-12-01,Dominik Schwaiger,CAN,0
2019-12-01,Matteo Marsaglia,CAN,0
2019-12-01,Gilles Roulin,CAN,0
2019-12-01,James Crawford,CAN,0
2019-12-01,Miha Hrobat,CAN,0
2019-12-01,Jared Goldberg,CAN,1
2019-12-01,Benjamin Thomsen,CAN,1
2019-12-01,Martin Cater,CAN,5
2019-12-01,Bryce Bennett,CAN,8
2019-12-01,Othmar Striedinger,CAN,8
2019-12-01,Niels Hintermann,CAN,8
2019-12-01,Matthieu Bailet,CAN,10
2019-12-01,Klemen Kosi,CAN,11
2019-12-01,Daniel Danklmaier,CAN,13
2019-12-01,Maxence Muzaton,CAN,15
2019-12-01,Adrien Theaux,CAN,58
2019-12-01,Josef Ferstl,CAN,25
2019-12-01,Romed Baumann,CAN,16
2019-12-01,Andre Myhrer,CAN,45
2019-12-01,Clement Noel,CAN,80
2019-12-01,Daniel Yule,CAN,60
2019-12-01,Ted Ligety,CAN,45
2019-12-01,Tommy Ford,CAN,50
2019-12-01,Zan Kranjec,CAN,70
2019-12-01,Mathieu Faivre,CAN,80
2019-12-01,Alexis Pinturault,CAN,100
2019-12-01,Thomas Dressen,CAN,126
2019-12-01,Bostjan Kline,CAN,2
2019-12-01,Peter Fill,CAN,2
2019-12-01,Nils Allegre,CAN,17
2019-12-01,Matthias Mayer,CAN,161
2019-12-01,Steven Nyman,CAN,35
2019-12-01,Hannes Reichelt,CAN,14
2019-12-01,Max Franz,CAN,27
2019-12-01,Christian Walder,CAN,24
2019-12-01,Emanuele Buzzi,CAN,32
2019-12-01,Thomas Tumler,CAN,20
2019-12-01,Ryan Cochran-Siegle,CAN,35
2019-12-01,Lucas Braathen,CAN,40
2019-12-01,Ramon Zenhaeusern,CAN,50
2019-12-01,Erik Read,CAN,36
2019-12-01,Gino Caviezel,CAN,29
2019-12-01,Christopher Neumayer,CAN,0
2019-12-01,Victor Muffat Jeandet,CAN,3
2019-12-01,Alexander Schmid,CAN,4
2019-12-01,Trevor Philp,CAN,10
2019-12-01,Thibaut Favrot,CAN,6
2019-12-01,Cedric Noger,CAN,7
2019-12-01,Justin Murisier,CAN,8
2019-12-01,Manfred Moelgg,CAN,37
2019-12-01,Dominik Paris,CAN,160
2019-12-01,Carlo Janka,CAN,73
2019-12-01,Roland Leitinger,CAN,12
2019-12-01,Henrik Kristoffersen,CAN,113
2019-12-01,Matts Olsson,CAN,14
2019-12-01,Adrian Smiseth Sejersted,CAN,3
2019-12-01,Rasmus Windingstad,CAN,18
2019-12-01,Manuel Feller,CAN,38
2019-12-01,Leif Kristian Haugen,CAN,30
2019-12-01,Luca De Aliprandini,CAN,32
2019-12-01,Nils Mani,CAN,0
2019-12-01,Stefan Hadalin,CAN,8
2019-12-01,Mattias Roenngren,CAN,0
2019-12-01,Dong-Hyun Jung,CAN,0
2019-12-01,Beat Feuz,CAN,76
2019-12-01,Lars Roesti,CAN,0
2019-12-01,Davide Cazzaniga,CAN,0
2019-12-01,Cameron Alexander,CAN,0
2019-12-01,Manuel Schmid,CAN,0
2019-12-01,Marco Pfiffner,CAN,0
2019-12-01,Anton Tremmel,CAN,0
2019-12-01,Alexander Prast,CAN,0
2019-12-01,Julien Lizeroux,CAN,0
2019-12-01,Reto Schmidiger,CAN,0
2019-12-01,Aleksandr Andrienko,CAN,0
2019-12-01,Giovanni Borsotti,CAN,0
2019-12-01,Dominik Stehle,CAN,0
2019-12-01,Jonathan Nordbotten,CAN,0
2019-12-01,Marc Rochat,CAN,0
2019-12-01,Ralph Weber,CAN,0
2019-12-01,Johannes Strolz,CAN,0
2019-12-01,Christof Innerhofer,CAN,0
2019-12-01,Adrian Pertl,CAN,0
2019-12-01,Kjetil Jansrud,CAN,64
2019-12-01,Stefan Rogentin,CAN,4
2019-12-01,Marco Odermatt,CAN,70
2019-12-01,Aleksander Aamodt Kilde,CAN,72
2019-12-01,Mattia Casse,CAN,45
2019-12-01,Brice Roger,CAN,5
2019-12-01,Johan Clarey,CAN,26
2019-12-01,Roy Piccard,CAN,0
2019-12-01,Cyprien Sarrazin,CAN,0
2019-12-01,Markus Monsen,CAN,0
2019-12-01,Sam Mulligan,CAN,0
2019-12-01,Raphael Haaser,CAN,0
2019-12-01,Federico Liberatore,CAN,0
2019-12-01,Daniele Sorio,CAN,0
2019-12-01,Remy Falgoux,CAN,0
2019-12-01,Sebastian Holzmann,CAN,0
2019-12-01,Daniel Hemetsberger,CAN,0
2019-12-01,Tommaso Sala,CAN,0
2019-12-01,Valentin Giraud Moine,CAN,0
2019-12-01,Fabio Gstrein,CAN,0
2019-12-01,Stefan Babinsky,CAN,0
2019-12-01,Hannes Zingerle,CAN,0
2019-12-01,Giuliano Razzoli,CAN,0
2019-12-01,Riccardo Tonetti,CAN,0
2019-12-01,Fritz Dopfer,CAN,0
2019-12-01,Vincent Kriechmayr,CAN,96
2019-12-01,Brodie Seger,CAN,15
2019-12-01,Samuel Dupratt,CAN,0
2019-12-01,Mauro Caviezel,CAN,100
2019-12-01,Luke Winters,CAN,0
2019-12-01,Dominik Raschner,CAN,0
2019-12-01,David Ryding,CAN,0
2019-12-01,Alexandr Horoshilov,CAN,0
2019-12-01,Stefano Gross,CAN,0
2019-12-01,Albert Popov,CAN,0
2019-12-01,Timon Haugan,CAN,0
2019-12-01,Matej Vidovic,CAN,0
2019-12-01,Stian Saugestad,CAN,0
